apparent_temperature,apparent_temperature_mean,cloud_cover,dew_point_2m,hourly_datetime (UTC),precipitation,pressure_msl,relative_humidity_2m,shortwave_radiation,snow_depth,sunrise (PDT),sunset (PDT),surface_pressure,temperature_2m,temperature_2m_mean,uv_index,weather_code,wind_direction_10m,wind_gusts_10m,wind_speed_10m
32.41369,26.493006,3.0,15.1511965,2025-08-20 23:00:00+00:00,0.0,1010.7,37.0,755.25,0.0,2025-08-20 06:18:31-07:00,2025-08-20 19:33:52-07:00,1000.45245,31.6105,25.110498,5.85,3.0,259.56256,15.84,13.910169
31.162544,28.542242,1.0,16.465796,2025-08-21 00:00:00+00:00,0.0,1010.3,42.0,576.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.0313,30.8605,27.068834,4.1,3.0,259.82455,17.28,14.264361
28.70374,28.542242,0.0,13.338729,2025-08-21 01:00:00+00:00,0.0,1009.9,37.0,366.5,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,999.59155,29.560501,27.068834,2.05,3.0,260.53775,16.56,13.138765
27.569086,28.542242,7.0,17.2546,2025-08-21 02:00:00+00:00,0.0,1010.1,56.0,153.25,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,999.6938,26.7605,27.068834,0.7,3.0,258.0239,16.199999,12.144331
26.530073,28.542242,77.0,17.633392,2025-08-21 03:00:00+00:00,0.0,1010.6,64.0,12.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.1246,24.9105,27.068834,0.05,3.0,242.24155,13.32,7.729527
24.615301,28.542242,94.0,15.603615,2025-08-21 04:00:00+00:00,0.0,1010.9,61.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.3741,23.560501,27.068834,0.0,3.0,277.1249,7.92,5.8048253
24.255692,28.542242,5.0,16.032063,2025-08-21 05:00:00+00:00,0.0,1011.4,66.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.83875,22.7105,27.068834,0.0,3.0,185.7105,3.96,3.6179552
24.671602,28.542242,23.0,16.174616,2025-08-21 06:00:00+00:00,0.0,1011.1,66.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.5472,22.8605,27.068834,0.0,3.0,260.53775,2.8799999,2.1897945
24.110758,28.542242,6.0,16.252674,2025-08-21 07:00:00+00:00,0.0,1011.1,69.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.5239,22.2105,27.068834,0.0,3.0,53.13002,2.16,1.8
22.599388,28.542242,13.0,16.714579,2025-08-21 08:00:00+00:00,0.0,1011.0,76.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.3857,21.1105,27.068834,0.0,3.0,75.96373,6.12,5.937272
23.619568,28.542242,35.0,15.651901,2025-08-21 09:00:00+00:00,0.0,1010.8,66.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.23083,22.310501,27.068834,0.0,3.0,59.03632,3.96,4.198285
22.26236,28.542242,4.0,15.165168,2025-08-21 10:00:00+00:00,0.0,1010.8,68.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.19507,21.310501,27.068834,0.0,3.0,160.34608,7.2,5.3517847
22.391298,28.542242,46.0,15.503183,2025-08-21 11:00:00+00:00,0.0,1010.7,71.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.08356,20.9605,27.068834,0.0,3.0,75.96373,3.6,2.968636
22.663794,28.542242,43.0,14.558771,2025-08-21 12:00:00+00:00,0.0,1010.4,66.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,999.7939,21.1605,27.068834,0.0,3.0,270.0,2.52,0.0
20.663216,28.542242,45.0,14.228742,2025-08-21 13:00:00+00:00,0.0,1010.5,70.0,0.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,999.8461,19.8605,27.068834,0.0,3.0,84.805664,3.96,3.9763298
21.331917,28.542242,47.0,15.347488,2025-08-21 14:00:00+00:00,0.0,1010.8,75.0,25.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.14484,19.9105,27.068834,0.1,3.0,15.945477,2.52,2.6208394
26.771215,28.542242,5.0,18.583231,2025-08-21 15:00:00+00:00,0.0,1011.0,73.0,182.25,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.47833,23.7105,27.068834,0.95,3.0,243.43501,5.04,0.8049845
28.498062,28.542242,44.0,17.955954,2025-08-21 16:00:00+00:00,0.0,1011.1,61.0,395.75,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.6593,26.060501,27.068834,2.5,3.0,234.46223,3.2399998,3.096837
32.4491,28.542242,2.0,19.493177,2025-08-21 17:00:00+00:00,0.0,1011.3,57.0,603.25,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.95337,28.8605,27.068834,4.3,3.0,188.13002,3.6,2.5455842
36.036396,28.542242,1.0,19.403194,2025-08-21 18:00:00+00:00,0.0,1010.9,48.0,765.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.6555,31.7605,27.068834,6.05,3.0,241.38963,5.3999996,4.510787
37.125877,28.542242,19.0,16.202402,2025-08-21 19:00:00+00:00,0.0,1010.7,34.0,880.25,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.54193,34.3105,27.068834,7.3,3.0,218.2902,9.36,8.714677
37.865982,28.542242,11.0,16.770203,2025-08-21 20:00:00+00:00,0.0,1010.3,34.0,930.5,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,1000.16705,34.9605,27.068834,7.4,3.0,245.09526,11.879999,11.113451
37.591663,28.542242,41.0,14.8872385,2025-08-21 21:00:00+00:00,0.0,1009.7,29.0,925.25,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,999.596,35.6605,27.068834,7.15,3.0,251.0295,13.679999,12.181625
36.394516,28.542242,62.0,11.753252,2025-08-21 22:00:00+00:00,0.0,1009.1,23.0,863.0,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,999.01825,36.1605,27.068834,6.05,3.0,246.80139,15.119999,13.708391
33.92183,28.542242,12.0,12.187642,2025-08-21 23:00:00+00:00,0.0,1008.6,26.0,721.25,0.0,2025-08-21 06:19:14-07:00,2025-08-21 19:32:39-07:00,998.4677,34.4605,27.068834,5.3,3.0,254.24875,16.919998,14.587776
33.45666,28.649483,99.0,16.343884,2025-08-22 00:00:00+00:00,0.0,1007.9,37.0,512.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,997.7257,32.9605,26.602165,3.45,3.0,262.8751,15.119999,11.609651
31.149807,28.649483,54.0,17.15408,2025-08-22 01:00:00+00:00,0.0,1007.6,44.0,301.75,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,997.357,30.810501,26.602165,2.1,3.0,253.30067,18.359999,15.034041
29.153893,28.649483,2.0,12.708511,2025-08-22 02:00:00+00:00,0.0,1007.5,35.0,140.25,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,997.2245,29.810501,26.602165,0.75,3.0,233.53067,12.959999,10.296251
26.353792,28.649483,7.0,15.661148,2025-08-22 03:00:00+00:00,0.0,1008.2,54.0,10.75,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,997.7755,25.6605,26.602165,0.05,3.0,250.0168,11.879999,8.427383
25.93687,28.649483,14.0,14.906963,2025-08-22 04:00:00+00:00,0.0,1009.0,53.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.5497,25.1605,26.602165,0.0,3.0,222.5104,6.8399997,5.8603754
26.422834,28.649483,6.0,14.84214,2025-08-22 05:00:00+00:00,0.0,1009.6,52.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,999.15216,25.4105,26.602165,0.0,3.0,224.9999,9.0,4.072935
26.242983,28.649483,2.0,16.221409,2025-08-22 06:00:00+00:00,0.0,1009.3,58.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.843,25.060501,26.602165,0.0,3.0,202.38017,8.28,6.6185193
25.557987,28.649483,5.0,17.399252,2025-08-22 07:00:00+00:00,0.0,1009.6,69.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,999.0823,23.4105,26.602165,0.0,3.0,251.56496,5.3999996,3.4152596
26.376991,28.649483,2.0,18.235962,2025-08-22 08:00:00+00:00,0.0,1009.5,71.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.9975,23.810501,26.602165,0.0,3.0,215.53777,2.8799999,3.096837
24.876583,28.649483,2.0,18.17963,2025-08-22 09:00:00+00:00,0.0,1009.4,77.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.84894,22.4105,26.602165,0.0,3.0,264.2895,4.68,3.6179552
26.22296,28.649483,7.0,18.266983,2025-08-22 10:00:00+00:00,0.0,1009.3,72.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.79224,23.6105,26.602165,0.0,3.0,270.0,4.68,2.8799999
23.70635,28.649483,0.0,17.965801,2025-08-22 11:00:00+00:00,0.0,1009.1,82.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.5075,21.1605,26.602165,0.0,3.0,296.56497,2.8799999,2.4149535
24.3765,28.649483,0.0,19.192162,2025-08-22 12:00:00+00:00,0.0,1008.8,88.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.2142,21.2605,26.602165,0.0,3.0,296.56497,5.3999996,2.4149535
25.422754,28.649483,0.0,18.222673,2025-08-22 13:00:00+00:00,0.0,1009.2,74.0,0.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.6757,23.1105,26.602165,0.0,3.0,102.99462,5.04,4.802999
25.10481,28.649483,3.0,17.18135,2025-08-22 14:00:00+00:00,0.0,1009.6,71.0,23.5,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,999.0575,22.7105,26.602165,0.1,3.0,360.0,1.8,1.08
27.34491,28.649483,3.0,15.948149,2025-08-22 15:00:00+00:00,0.0,1010.2,55.0,175.5,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,999.7548,25.6605,26.602165,0.95,3.0,26.564985,2.8799999,2.4149535
29.047512,28.649483,0.0,17.202091,2025-08-22 16:00:00+00:00,0.0,1010.5,55.0,386.75,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,1000.09845,27.0105,26.602165,2.5,3.0,224.9999,3.6,3.563818
31.63662,28.649483,1.0,17.676931,2025-08-22 17:00:00+00:00,0.0,1010.7,50.0,593.25,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,1000.36993,29.1605,26.602165,4.3,3.0,201.80147,3.6,3.8773184
35.039658,28.649483,0.0,16.551079,2025-08-22 18:00:00+00:00,0.0,1010.5,39.0,761.25,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,1000.2762,32.2605,26.602165,6.0,3.0,230.19447,6.4799995,5.6233797
38.82968,28.649483,0.0,18.5951,2025-08-22 19:00:00+00:00,0.0,1010.3,39.0,880.25,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,1000.15405,34.5605,26.602165,7.3,3.0,206.56499,7.2,6.439876
39.785183,28.649483,0.0,17.866423,2025-08-22 20:00:00+00:00,0.0,1009.6,33.0,935.25,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,999.5327,36.7605,26.602165,7.95,3.0,244.1337,13.679999,13.202726
37.59714,28.649483,4.0,16.272503,2025-08-22 21:00:00+00:00,0.0,1009.0,31.0,925.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.9161,36.0605,26.602165,7.9,3.0,248.19853,20.519999,17.447933
34.790615,28.649483,0.0,16.940632,2025-08-22 22:00:00+00:00,0.0,1008.7,38.0,860.0,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.52423,33.1605,26.602165,7.15,3.0,257.4712,20.16,16.595179
31.932281,28.649483,3.0,17.018663,2025-08-22 23:00:00+00:00,0.0,1008.9,44.0,732.75,0.0,2025-08-22 06:19:56-07:00,2025-08-22 19:31:25-07:00,998.6388,30.6605,26.602165,5.8,3.0,254.62369,18.0,14.934577
28.777271,,4.0,15.951785,2025-08-23 00:00:00+00:00,0.0,1008.9,46.0,553.5,0.0,,,998.5729,28.7105,,4.05,,257.79956,16.56,13.627795
27.784935,,4.0,17.717348,2025-08-23 01:00:00+00:00,0.0,1010.0,58.0,350.75,0.0,,,999.5913,26.6605,,2.25,,259.046,13.679999,11.367109
25.96028,,2.0,16.314919,2025-08-23 02:00:00+00:00,0.0,1011.3,58.0,138.25,0.0,,,1000.82587,25.1605,,0.75,,232.69597,11.879999,9.504272
25.260218,,1.0,16.02713,2025-08-23 03:00:00+00:00,0.0,1012.6,61.0,9.0,0.0,,,1002.0721,24.0105,,0.05,,230.19447,9.36,5.6233797
25.014082,,85.0,16.649767,2025-08-23 04:00:00+00:00,0.0,1012.4,66.0,0.0,0.0,,,1001.85126,23.3605,,0.0,,231.34016,5.7599998,4.6102495
23.342688,,35.0,17.278425,2025-08-23 05:00:00+00:00,0.0,1011.7,75.0,0.0,0.0,,,1001.10706,21.9105,,0.0,,288.43503,10.799999,7.968939
23.79965,,100.0,17.230162,2025-08-23 06:00:00+00:00,0.0,1012.1,75.0,0.0,0.0,,,1001.50116,21.8605,,0.0,,155.55606,6.12,4.3498964
