value,coordinates,Sensor ID,Latitude,Longitude,City,Station Name,First Seen (UTC),Last Seen (UTC),Timezone,flagInfo.hasFlags,parameter.id,parameter.name,parameter.units,parameter.displayName,period.label,period.interval,period.datetimeFrom.utc,period.datetimeFrom.local,period.datetimeTo.utc,period.datetimeTo.local,summary.min,summary.q02,summary.q25,summary.median,summary.q75,summary.q98,summary.max,summary.avg,summary.sd,coverage.expectedCount,coverage.expectedInterval,coverage.observedCount,coverage.observedInterval,coverage.percentComplete,coverage.percentCoverage,coverage.datetimeFrom.utc,coverage.datetimeFrom.local,coverage.datetimeTo.utc,coverage.datetimeTo.local
0.2,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T02:00:00Z,2025-08-22T19:00:00-07:00,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T02:00:00Z,2025-08-22T19:00:00-07:00,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00
0.3,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00
0.3,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00
0.3,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00
0.3,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00
0.4,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00
0.4,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00,2025-08-23T09:00:00Z,2025-08-23T02:00:00-07:00,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00,2025-08-23T09:00:00Z,2025-08-23T02:00:00-07:00
0.4,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T09:00:00Z,2025-08-23T02:00:00-07:00,2025-08-23T10:00:00Z,2025-08-23T03:00:00-07:00,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T09:00:00Z,2025-08-23T02:00:00-07:00,2025-08-23T10:00:00Z,2025-08-23T03:00:00-07:00
0.4,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T10:00:00Z,2025-08-23T03:00:00-07:00,2025-08-23T11:00:00Z,2025-08-23T04:00:00-07:00,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T10:00:00Z,2025-08-23T03:00:00-07:00,2025-08-23T11:00:00Z,2025-08-23T04:00:00-07:00
0.4,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T11:00:00Z,2025-08-23T04:00:00-07:00,2025-08-23T12:00:00Z,2025-08-23T05:00:00-07:00,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T11:00:00Z,2025-08-23T04:00:00-07:00,2025-08-23T12:00:00Z,2025-08-23T05:00:00-07:00
0.5,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T12:00:00Z,2025-08-23T05:00:00-07:00,2025-08-23T13:00:00Z,2025-08-23T06:00:00-07:00,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T12:00:00Z,2025-08-23T05:00:00-07:00,2025-08-23T13:00:00Z,2025-08-23T06:00:00-07:00
0.5,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T13:00:00Z,2025-08-23T06:00:00-07:00,2025-08-23T14:00:00Z,2025-08-23T07:00:00-07:00,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T13:00:00Z,2025-08-23T06:00:00-07:00,2025-08-23T14:00:00Z,2025-08-23T07:00:00-07:00
0.5,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T14:00:00Z,2025-08-23T07:00:00-07:00,2025-08-23T15:00:00Z,2025-08-23T08:00:00-07:00,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T14:00:00Z,2025-08-23T07:00:00-07:00,2025-08-23T15:00:00Z,2025-08-23T08:00:00-07:00
0.4,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T15:00:00Z,2025-08-23T08:00:00-07:00,2025-08-23T16:00:00Z,2025-08-23T09:00:00-07:00,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T15:00:00Z,2025-08-23T08:00:00-07:00,2025-08-23T16:00:00Z,2025-08-23T09:00:00-07:00
0.5,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T16:00:00Z,2025-08-23T09:00:00-07:00,2025-08-23T17:00:00Z,2025-08-23T10:00:00-07:00,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T16:00:00Z,2025-08-23T09:00:00-07:00,2025-08-23T17:00:00Z,2025-08-23T10:00:00-07:00
0.4,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T17:00:00Z,2025-08-23T10:00:00-07:00,2025-08-23T18:00:00Z,2025-08-23T11:00:00-07:00,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T17:00:00Z,2025-08-23T10:00:00-07:00,2025-08-23T18:00:00Z,2025-08-23T11:00:00-07:00
0.4,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T18:00:00Z,2025-08-23T11:00:00-07:00,2025-08-23T19:00:00Z,2025-08-23T12:00:00-07:00,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T18:00:00Z,2025-08-23T11:00:00-07:00,2025-08-23T19:00:00Z,2025-08-23T12:00:00-07:00
0.4,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T19:00:00Z,2025-08-23T12:00:00-07:00,2025-08-23T20:00:00Z,2025-08-23T13:00:00-07:00,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T19:00:00Z,2025-08-23T12:00:00-07:00,2025-08-23T20:00:00Z,2025-08-23T13:00:00-07:00
0.3,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T20:00:00Z,2025-08-23T13:00:00-07:00,2025-08-23T21:00:00Z,2025-08-23T14:00:00-07:00,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T20:00:00Z,2025-08-23T13:00:00-07:00,2025-08-23T21:00:00Z,2025-08-23T14:00:00-07:00
0.3,,23019,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,8,co,ppm,,1hour,01:00:00,2025-08-23T21:00:00Z,2025-08-23T14:00:00-07:00,2025-08-23T22:00:00Z,2025-08-23T15:00:00-07:00,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T21:00:00Z,2025-08-23T14:00:00-07:00,2025-08-23T22:00:00Z,2025-08-23T15:00:00-07:00
0.0,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T02:00:00Z,2025-08-22T19:00:00-07:00,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T02:00:00Z,2025-08-22T19:00:00-07:00,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00
0.0001,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00
0.0004,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,0.0004,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00
0.0001,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00
0.002,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00
0.005,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00
0.0067,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00,2025-08-23T09:00:00Z,2025-08-23T02:00:00-07:00,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00,2025-08-23T09:00:00Z,2025-08-23T02:00:00-07:00
0.0027,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T09:00:00Z,2025-08-23T02:00:00-07:00,2025-08-23T10:00:00Z,2025-08-23T03:00:00-07:00,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,0.0027,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T09:00:00Z,2025-08-23T02:00:00-07:00,2025-08-23T10:00:00Z,2025-08-23T03:00:00-07:00
0.0022,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T10:00:00Z,2025-08-23T03:00:00-07:00,2025-08-23T11:00:00Z,2025-08-23T04:00:00-07:00,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,0.0022,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T10:00:00Z,2025-08-23T03:00:00-07:00,2025-08-23T11:00:00Z,2025-08-23T04:00:00-07:00
0.012,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T11:00:00Z,2025-08-23T04:00:00-07:00,2025-08-23T12:00:00Z,2025-08-23T05:00:00-07:00,0.012,0.012,0.012,0.012,0.012,0.012,0.012,0.012,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T11:00:00Z,2025-08-23T04:00:00-07:00,2025-08-23T12:00:00Z,2025-08-23T05:00:00-07:00
0.0211,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T12:00:00Z,2025-08-23T05:00:00-07:00,2025-08-23T13:00:00Z,2025-08-23T06:00:00-07:00,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,0.0211,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T12:00:00Z,2025-08-23T05:00:00-07:00,2025-08-23T13:00:00Z,2025-08-23T06:00:00-07:00
0.0355,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T13:00:00Z,2025-08-23T06:00:00-07:00,2025-08-23T14:00:00Z,2025-08-23T07:00:00-07:00,0.0355,0.0355,0.0355,0.0355,0.0355,0.0355,0.0355,0.0355,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T13:00:00Z,2025-08-23T06:00:00-07:00,2025-08-23T14:00:00Z,2025-08-23T07:00:00-07:00
0.0134,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T14:00:00Z,2025-08-23T07:00:00-07:00,2025-08-23T15:00:00Z,2025-08-23T08:00:00-07:00,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,0.0134,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T14:00:00Z,2025-08-23T07:00:00-07:00,2025-08-23T15:00:00Z,2025-08-23T08:00:00-07:00
0.0115,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T15:00:00Z,2025-08-23T08:00:00-07:00,2025-08-23T16:00:00Z,2025-08-23T09:00:00-07:00,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,0.0115,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T15:00:00Z,2025-08-23T08:00:00-07:00,2025-08-23T16:00:00Z,2025-08-23T09:00:00-07:00
0.0116,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T16:00:00Z,2025-08-23T09:00:00-07:00,2025-08-23T17:00:00Z,2025-08-23T10:00:00-07:00,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,0.0116,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T16:00:00Z,2025-08-23T09:00:00-07:00,2025-08-23T17:00:00Z,2025-08-23T10:00:00-07:00
0.006,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T17:00:00Z,2025-08-23T10:00:00-07:00,2025-08-23T18:00:00Z,2025-08-23T11:00:00-07:00,0.006,0.006,0.006,0.006,0.006,0.006,0.006,0.006,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T17:00:00Z,2025-08-23T10:00:00-07:00,2025-08-23T18:00:00Z,2025-08-23T11:00:00-07:00
0.002,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T18:00:00Z,2025-08-23T11:00:00-07:00,2025-08-23T19:00:00Z,2025-08-23T12:00:00-07:00,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T18:00:00Z,2025-08-23T11:00:00-07:00,2025-08-23T19:00:00Z,2025-08-23T12:00:00-07:00
0.0032,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T19:00:00Z,2025-08-23T12:00:00-07:00,2025-08-23T20:00:00Z,2025-08-23T13:00:00-07:00,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T19:00:00Z,2025-08-23T12:00:00-07:00,2025-08-23T20:00:00Z,2025-08-23T13:00:00-07:00
0.0013,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T20:00:00Z,2025-08-23T13:00:00-07:00,2025-08-23T21:00:00Z,2025-08-23T14:00:00-07:00,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T20:00:00Z,2025-08-23T13:00:00-07:00,2025-08-23T21:00:00Z,2025-08-23T14:00:00-07:00
0.0007,,4272361,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,35,no,ppm,,1hour,01:00:00,2025-08-23T21:00:00Z,2025-08-23T14:00:00-07:00,2025-08-23T22:00:00Z,2025-08-23T15:00:00-07:00,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T21:00:00Z,2025-08-23T14:00:00-07:00,2025-08-23T22:00:00Z,2025-08-23T15:00:00-07:00
0.0064,,25192,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,7,no2,ppm,,1hour,01:00:00,2025-08-23T02:00:00Z,2025-08-22T19:00:00-07:00,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,0.0064,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T02:00:00Z,2025-08-22T19:00:00-07:00,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00
0.0084,,25192,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,7,no2,ppm,,1hour,01:00:00,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00,0.008400000000000001,0.008400000000000001,0.008400000000000001,0.008400000000000001,0.008400000000000001,0.008400000000000001,0.008400000000000001,0.008400000000000001,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T03:00:00Z,2025-08-22T20:00:00-07:00,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00
0.0098,,25192,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,7,no2,ppm,,1hour,01:00:00,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00,0.009800000000000001,0.009800000000000001,0.009800000000000001,0.009800000000000001,0.009800000000000001,0.009800000000000001,0.009800000000000001,0.009800000000000001,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T04:00:00Z,2025-08-22T21:00:00-07:00,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00
0.0148,,25192,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,7,no2,ppm,,1hour,01:00:00,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,0.0148,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T05:00:00Z,2025-08-22T22:00:00-07:00,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00
0.0259,,25192,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,7,no2,ppm,,1hour,01:00:00,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,0.0259,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T06:00:00Z,2025-08-22T23:00:00-07:00,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00
0.029,,25192,34.066429,-118.22675500000001,Los Angeles,Los Angeles - N. Mai,2017-06-07T22:00:00Z,2025-08-23 22:00:00+00:00,America/Los_Angeles,False,7,no2,ppm,,1hour,01:00:00,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00,0.029,0.029,0.029,0.029,0.029,0.029,0.029,0.029,,1,01:00:00,1,01:00:00,100.0,100.0,2025-08-23T07:00:00Z,2025-08-23T00:00:00-07:00,2025-08-23T08:00:00Z,2025-08-23T01:00:00-07:00
